net1,sta1,lat1,lon1,net2,sta2,lat2,lon2,4hrWnd,distance_km
XJ,MW41,-3.23,36.445,PM,PVAQ,37.404,-7.717,6853,6404.006
6A,WP14,-17.217,12.428,PM,PVAQ,37.404,-7.717,7799,6404.057
XH,AYD,37.841,27.837,IU,TSUM,-19.202,17.584,2607,6404.558
IU,TSUM,-19.202,17.584,XS,S026,38.391,23.559,4114,6405.451
IU,MACI,28.25,-16.508,IU,TSUM,-19.202,17.584,7832,6405.559
II,SUR,-32.38,20.812,XW,KARE,17.157,51.926,2332,6406.655
XB,PM17,34.391,-5.295,IU,TSUM,-19.202,17.584,1496,6407.237
II,SACV,14.97,-23.609,YB,AT26,37.63,36.732,5995,6407.304
II,SACV,14.97,-23.609,YB,AT38,37.036,36.808,8129,6407.56
II,RAYN,23.522,45.503,XA,SA12,-29.849,22.253,5786,6407.988
GE,MELI,35.29,-2.939,IU,TSUM,-19.202,17.584,18282,6408.715
6A,WP15,-17.004,13.244,PM,PVAQ,37.404,-7.717,5698,6410.574
ZV,KALA,-8.134,30.97,IU,PAB,39.545,-4.35,4631,6411.796
IU,TSUM,-19.202,17.584,XS,S030,38.395,24.145,4785,6412.154
IU,TSUM,-19.202,17.584,XS,S126,38.46,23.497,1320,6412.431
IU,TSUM,-19.202,17.584,XS,S031,38.426,23.899,5071,6412.87
II,SACV,14.97,-23.609,XW,LANG,2.74,33.564,770,6413.508
II,SACV,14.97,-23.609,XK,B07DX,-20.549,22.749,6303,6413.556
IU,PAB,39.545,-4.35,XD,KOND,-4.904,35.796,3608,6414.836
XB,PM23,33.128,-5.03,IU,LSZ,-15.278,28.188,14443,6415.965
XB,PM40,34.908,-2.21,IU,LSZ,-15.278,28.188,8140,6416.525
XB,PM14,34.552,-5.127,IU,TSUM,-19.202,17.584,2244,6416.631
II,ASCN,-7.933,-14.36,XI,WANE,10.169,40.649,3553,6416.729
II,ASCN,-7.933,-14.36,ZE,AWEE,12.067,40.072,3278,6417.019
XJ,LN16,-2.621,36.465,LX,MORF,37.304,-8.653,6523,6417.841
XJ,LN16,-2.621,36.465,LX,MESJ,37.84,-8.22,2937,6418.637
3D,MM14,30.042,-9.169,IU,LSZ,-15.278,28.188,9680,6418.681
II,SACV,14.97,-23.609,YB,AT15,38.348,36.776,8008,6419.526
XB,PM16,35.13,-3.695,IU,TSUM,-19.202,17.584,1507,6419.939
IU,PAB,39.545,-4.35,XD,MTOR,-5.251,35.401,3685,6420.176
XJ,LN16,-2.621,36.465,PM,PFVI,37.133,-8.827,6930,6420.486
XB,PM13,34.672,-4.935,IU,TSUM,-19.202,17.584,2255,6421.068
IU,TSUM,-19.202,17.584,XS,S025,38.566,23.213,5401,6421.334
PM,PVAQ,37.404,-7.717,ZV,CHAA,-7.591,31.27,3586,6421.427
II,ASCN,-7.933,-14.36,ZF,ELLE,11.258,40.378,2090,6422.489
II,ASCN,-7.933,-14.36,2H,GULE,13.694,39.588,4961,6422.842
XB,PM11,34.931,-4.312,IU,TSUM,-19.202,17.584,3696,6422.998
ES,EOSO,28.072,-15.553,XJ,LL66,-2.612,35.484,6083,6424.872
3D,MM12,30.405,-8.827,IU,LSZ,-15.278,28.188,9680,6425.055
XB,PM12,34.85,-4.608,IU,TSUM,-19.202,17.584,2255,6426.201
II,SACV,14.97,-23.609,AF,TEZI,-15.747,26.016,4928,6427.935
II,ASCN,-7.933,-14.36,YZ,ABAE,13.353,39.763,3938,6428.84
II,ASCN,-7.933,-14.36,2H,ABAE,13.354,39.764,11495,6428.977
II,ASCN,-7.933,-14.36,ZF,ABAE,13.354,39.764,3641,6428.977
3D,MM11,30.646,-8.596,IU,LSZ,-15.278,28.188,9702,6429.306
IU,TSUM,-19.202,17.584,XS,S032,38.591,23.758,5456,6429.553
II,SACV,14.97,-23.609,ZV,KARA,-6.822,30.439,4543,6431.596
II,SUR,-32.38,20.812,XW,HATT,17.316,52.107,2332,6431.685
II,SACV,14.97,-23.609,YB,AT01,39.724,36.711,7986,6431.752
II,SACV,14.97,-23.609,YY,MELA,12.396,35.96,6919,6431.775
MN,RTC,33.988,-6.857,IU,TSUM,-19.202,17.584,16181,6431.96
II,SACV,14.97,-23.609,8A,WAND,-24.65,19.744,4356,6432.299
ZP,SUMB,-7.953,31.62,IU,PAB,39.545,-4.35,2024,6433.027
ZV,SUMA,-7.964,31.625,IU,PAB,39.545,-4.35,4642,6434.349
XB,PM22,33.295,-5.107,IU,LSZ,-15.278,28.188,5500,6434.9
II,SACV,14.97,-23.609,YY,DEBR,10.635,35.662,4774,6435.448
XB,PM10,34.738,-5.137,IU,TSUM,-19.202,17.584,2189,6435.637
XB,PM22B,33.308,-5.102,IU,LSZ,-15.278,28.188,8547,6435.732
XB,PM39,34.889,-2.61,IU,LSZ,-15.278,28.188,8140,6436.063
II,ASCN,-7.933,-14.36,XI,HIRN,9.222,41.106,2783,6436.568
YD,STEC,38.943,16.926,IU,TSUM,-19.202,17.584,1166,6436.57
XJ,LN16,-2.621,36.465,PM,PESTR,38.867,-7.59,5533,6437.317
II,SACV,14.97,-23.609,YB,AT08,38.804,36.927,7997,6438.19
IU,TSUM,-19.202,17.584,XS,S035,38.661,24.108,5401,6441.03
IU,TSUM,-19.202,17.584,XS,S033,38.723,23.491,5445,6441.371
II,SACV,14.97,-23.609,XK,B06OR,-19.901,23.527,6292,6441.514
II,ASCN,-7.933,-14.36,ZE,FINE,12.068,40.316,6204,6442.4
II,ASCN,-7.933,-14.36,2H,FINE,12.068,40.316,3652,6442.4
II,SACV,14.97,-23.609,YB,AT39,36.932,37.223,1969,6443.301
3D,MM01,31.543,-7.677,IU,LSZ,-15.278,28.188,9735,6443.354
II,ASCN,-7.933,-14.36,ZK,AD01,11.315,40.571,3322,6444.484
II,SACV,14.97,-23.609,KO,GAZ,37.172,37.21,31350,6444.538
XB,PM38,34.838,-2.874,IU,LSZ,-15.278,28.188,6798,6445.629
II,SACV,14.97,-23.609,YB,AT27,37.484,37.196,4015,6446.516
II,ASCN,-7.933,-14.36,ZE,DIGE,12.328,40.273,5357,6446.564
II,SACV,14.97,-23.609,YB,AT69,37.484,37.197,3949,6446.604
II,SACV,14.97,-23.609,8A,KETS,-26.841,17.944,5489,6447.685
II,SACV,14.97,-23.609,YB,AT16,38.084,37.136,8008,6447.793
PM,PVAQ,37.404,-7.717,ZV,KALA,-8.134,30.97,4631,6450.42
ZV,KASA,-8.438,31.147,IU,PAB,39.545,-4.35,4026,6450.643
II,SACV,14.97,-23.609,XK,B15MW,-19.63,23.827,6116,6451.519
XH,DEU,38.371,27.208,IU,TSUM,-19.202,17.584,2156,6451.633
II,SACV,14.97,-23.609,XW,KABG,3.51,34.143,5731,6452.471
IU,PAB,39.545,-4.35,XD,RUNG,-6.937,33.518,3740,6453.849
IU,TSUM,-19.202,17.584,XS,S034,38.881,23.05,5456,6454.567
II,RAYN,23.522,45.503,XA,SA10,-30.972,23.914,1815,6455.227
II,ASCN,-7.933,-14.36,YZ,TERE,12.483,40.314,3025,6455.993
II,ASCN,-7.933,-14.36,2H,TRUE,12.481,40.315,6622,6456.029
II,ASCN,-7.933,-14.36,ZE,TRUE,12.484,40.316,4092,6456.233
II,SACV,14.97,-23.609,ZV,KOLA,-7.169,30.538,4004,6456.359
6A,WP27,-17.434,13.274,PM,PVAQ,37.404,-7.717,4598,6456.457
II,SACV,14.97,-23.609,YB,AT02,39.381,37.057,7975,6456.684
GE,ISP,37.843,30.509,IU,TSUM,-19.202,17.584,26499,6457.588
II,ASCN,-7.933,-14.36,ZF,ADTE,11.122,40.757,3069,6457.789
II,ASCN,-7.933,-14.36,ZK,AD02,11.349,40.688,4708,6457.798
XH,BOZ,38.3,28.05,IU,TSUM,-19.202,17.584,1408,6458.223
XB,PM08,35.145,-4.708,IU,TSUM,-19.202,17.584,3707,6459.72
IU,PAB,39.545,-4.35,ZS,MGWE,-3.91,37.789,924,6459.778
II,SACV,14.97,-23.609,YY,GUBL,11.179,36.005,2035,6460.874
II,SACV,14.97,-23.609,YY,HDBU,9.376,35.651,2035,6461.911
6A,WP28,-17.808,12.33,PM,PVAQ,37.404,-7.717,5588,6462.589
MN,TIP,39.179,16.758,IU,TSUM,-19.202,17.584,20031,6462.978
II,ASCN,-7.933,-14.36,2H,IGRE,12.253,40.461,9229,6463.578
II,SACV,14.97,-23.609,BX,KSANE,-17.8,25.162,9273,6463.765
II,SACV,14.97,-23.609,NR,NE206,-17.8,25.162,9009,6463.765
II,SACV,14.97,-23.609,XW,KOTD,3.0,34.11,6688,6464.07
II,ASCN,-7.933,-14.36,ZE,BARE,12.644,40.356,1870,6465.744
II,SUR,-32.38,20.812,XW,SIMA,17.556,52.316,2321,6465.92
6A,WP16,-17.334,13.838,PM,PVAQ,37.404,-7.717,5214,6466.454
ZP,MWEN,-10.058,28.702,IU,PAB,39.545,-4.35,1606,6466.601
II,SACV,14.97,-23.609,ZP,MANS,-11.14,28.875,1067,6467.885
II,ASCN,-7.933,-14.36,ZE,MILE,11.424,40.765,4169,6468.242
II,ASCN,-7.933,-14.36,ZK,AD03,11.422,40.766,4697,6468.282
XJ,LL66,-2.612,35.484,LX,GGNV,38.718,-9.15,6644,6468.632
XB,PM37,34.951,-3.151,IU,LSZ,-15.278,28.188,8162,6470.685
II,ASCN,-7.933,-14.36,2H,HALE,13.842,40.008,7249,6471.112
II,ASCN,-7.933,-14.36,ZF,HALE,13.842,40.008,968,6471.112
II,SUR,-32.38,20.812,YR,AYDO,16.988,53.36,2871,6471.209
II,SACV,14.97,-23.609,YY,MGNA,12.786,36.404,2178,6471.867
II,SACV,14.97,-23.609,ZV,KIPA,-7.432,30.591,4081,6472.937
LX,GGNV,38.718,-9.15,IU,KMBO,-1.127,37.252,32494,6473.941
IU,TSUM,-19.202,17.584,XS,S037,38.921,24.53,4983,6474.439
II,RAYN,23.522,45.503,XA,SA11,-29.965,20.947,3520,6474.956
II,ASCN,-7.933,-14.36,MN,KEG,29.928,31.829,9383,6475.128
II,SACV,14.97,-23.609,YB,AT28,37.253,37.55,8118,6475.401
II,SACV,14.97,-23.609,ZP,PNDA,-6.352,31.061,3443,6475.747
ZP,SUMB,-7.953,31.62,PM,PVAQ,37.404,-7.717,2002,6476.558
II,ABPO,-19.018,47.229,G,TAM,22.792,5.528,41305,6476.697
II,ASCN,-7.933,-14.36,2H,HITE,13.101,40.317,6655,6477.2
II,SACV,14.97,-23.609,YB,AT17,37.747,37.52,8118,6477.743
XV,MAJA,-15.732,46.426,IU,KOWA,14.497,-4.014,5808,6477.798
PM,PVAQ,37.404,-7.717,ZV,SUMA,-7.964,31.625,4642,6477.864
II,SACV,14.97,-23.609,YY,GORE,8.15,35.533,7414,6477.876
XB,PM07,35.228,-4.986,IU,TSUM,-19.202,17.584,3707,6478.815
II,ASCN,-7.933,-14.36,ZF,QATE,9.375,41.469,2860,6479.509
II,ASCN,-7.933,-14.36,ZK,AD04,11.537,40.841,1639,6479.799
II,ASCN,-7.933,-14.36,2H,LULE,11.989,40.704,4609,6480.15
ZP,MWEN,-10.058,28.702,PM,PVAQ,37.404,-7.717,1606,6482.564
II,SACV,14.97,-23.609,YY,MUKA,12.064,36.374,4543,6482.583
II,ASCN,-7.933,-14.36,YZ,BOSE,12.642,40.524,1760,6483.068
II,ASCN,-7.933,-14.36,YZ,BOVE,12.657,40.521,946,6483.26
XB,PM20,33.906,-5.033,IU,LSZ,-15.278,28.188,6809,6483.554
XB,PM21,33.72,-5.32,IU,LSZ,-15.278,28.188,14333,6484.037
II,ASCN,-7.933,-14.36,YZ,BOOE,12.675,40.523,836,6484.07
II,SACV,14.97,-23.609,AF,KTWE,-12.814,28.209,4224,6484.102
II,SACV,14.97,-23.609,XW,KUMI,1.477,33.865,5412,6484.835
3D,MM13,30.539,-9.584,IU,LSZ,-15.278,28.188,9680,6486.051
II,RAYN,23.522,45.503,XA,SA09,-30.922,22.986,1991,6486.164
II,ASCN,-7.933,-14.36,ZE,HARE,11.607,40.884,3575,6486.534
II,SUR,-32.38,20.812,YR,MUGO,16.901,53.774,2794,6486.846
ZP,KISZ,-12.112,25.495,PM,PVAQ,37.404,-7.717,2739,6487.342
II,SACV,14.97,-23.609,ZV,NAMA,-7.624,30.659,3773,6488.055
II,SUR,-32.38,20.812,YR,HAYO,17.184,53.34,2860,6488.391
II,ASCN,-7.933,-14.36,ZK,AD05,11.608,40.906,4686,6488.862
PM,PVAQ,37.404,-7.717,ZV,KASA,-8.438,31.147,4026,6489.086
II,SACV,14.97,-23.609,YB,AT09,38.402,37.57,7260,6489.154
GE,MELI,35.29,-2.939,IU,LSZ,-15.278,28.188,18381,6489.694
XB,PM05,35.213,-5.337,IU,TSUM,-19.202,17.584,3718,6491.051
ES,EOSO,28.072,-15.553,XJ,KEN1,-1.941,36.693,5192,6491.842
ES,EOSO,28.072,-15.553,IU,KMBO,-1.127,37.252,50336,6492.041
II,SACV,14.97,-23.609,8A,AIAI,-27.916,17.491,5368,6492.528
XB,PM18,34.15,-4.82,IU,LSZ,-15.278,28.188,8657,6492.587
6A,WP12,-17.865,13.028,PM,PVAQ,37.404,-7.717,6259,6492.709
3D,MM15,31.199,-8.897,IU,LSZ,-15.278,28.188,9482,6493.714
II,ASCN,-7.933,-14.36,ZK,AD06,11.675,40.94,4686,6494.563
XH,KUL,38.54,28.634,IU,TSUM,-19.202,17.584,1848,6494.878
II,SACV,14.97,-23.609,ZV,SITA,-6.619,31.143,4565,6495.193
XB,PM36,34.889,-3.736,IU,LSZ,-15.278,28.188,7876,6496.998
II,ASCN,-7.933,-14.36,ZE,DAME,11.687,40.962,1925,6497.243
II,ASCN,-7.933,-14.36,2H,DAME,11.687,40.962,660,6497.243
II,SACV,14.97,-23.609,ZV,NINA,-7.689,30.724,4345,6497.449
II,SACV,14.97,-23.609,YB,AT03,39.03,37.596,4191,6498.604
XV,VINA,-18.177,45.225,IU,KOWA,14.497,-4.014,2629,6499.716
XJ,KEN1,-1.941,36.693,LX,GGNV,38.718,-9.15,5522,6500.176
ZP,KISZ,-12.112,25.495,IU,PAB,39.545,-4.35,2816,6500.46
IU,TSUM,-19.202,17.584,XS,N001,39.469,20.312,5753,6500.806
II,ASCN,-7.933,-14.36,ZK,AD07,11.727,40.99,3080,6501.451
XB,PM04,35.403,-5.152,IU,TSUM,-19.202,17.584,3718,6502.823
IU,PAB,39.545,-4.35,XD,KIBA,-5.322,36.57,2948,6502.89
II,SUR,-32.38,20.812,YR,RAHO,17.056,53.807,2871,6503.174
II,MSEY,-4.674,55.479,MN,GFA,34.338,9.073,2882,6504.165
II,ASCN,-7.933,-14.36,YZ,SEME,11.792,41.003,3509,6504.9
II,SACV,14.97,-23.609,YY,JAWI,11.571,36.491,6292,6504.98
II,ASCN,-7.933,-14.36,XI,TEND,11.792,41.004,7535,6505.004
II,ASCN,-7.933,-14.36,ZE,SEME,11.793,41.004,6380,6505.036
II,ASCN,-7.933,-14.36,2H,SEME,11.793,41.004,4543,6505.036
II,ASCN,-7.933,-14.36,2H,DALE,14.229,40.218,7766,6506.272
II,ASCN,-7.933,-14.36,2H,GALE,13.725,40.394,7458,6506.621
II,SACV,14.97,-23.609,ZV,KISA,-7.19,31.023,3850,6506.756
II,ASCN,-7.933,-14.36,ZK,AD08,11.776,41.029,4686,6507.095
6A,WP13,-18.16,12.558,PM,PVAQ,37.404,-7.717,7821,6507.256
II,ASCN,-7.933,-14.36,2H,AHME,14.089,40.278,5522,6507.465
II,ASCN,-7.933,-14.36,2H,ERTE,13.446,40.497,8800,6507.567
II,ASCN,-7.933,-14.36,ZF,ERTE,13.446,40.497,1089,6507.567
II,SACV,14.97,-23.609,YB,AT68,38.024,37.834,3949,6508.115
IU,TSUM,-19.202,17.584,XS,N002,39.54,20.358,5753,6508.889
XB,PM19,34.143,-5.131,IU,LSZ,-15.278,28.188,10285,6509.766
II,ASCN,-7.933,-14.36,2H,SAHE,12.04,40.977,6897,6510.222
II,ASCN,-7.933,-14.36,ZE,SEHE,12.04,40.977,3850,6510.222
II,SACV,14.97,-23.609,YB,AT10,38.012,37.861,3641,6510.352
II,ASCN,-7.933,-14.36,ZK,AD09,11.817,41.05,4686,6510.605
II,SACV,14.97,-23.609,XW,NAPK,2.369,34.377,4026,6511.726
II,ASCN,-7.933,-14.36,2H,GPSE,13.488,40.528,3520,6512.201
XB,PM06,35.309,-5.639,IU,TSUM,-19.202,17.584,2288,6512.597
IU,TSUM,-19.202,17.584,XS,N003,39.577,20.425,5753,6513.304
II,SACV,14.97,-23.609,YB,AT18,37.443,37.959,7326,6513.334
II,SACV,14.97,-23.609,NR,NE211,-22.854,22.207,16533,6513.335
II,SACV,14.97,-23.609,BX,KGCAE,-22.854,22.207,7920,6513.335
XB,PM15,34.469,-4.7,IU,LSZ,-15.278,28.188,10494,6513.639
II,SACV,14.97,-23.609,XK,B05MO,-20.218,24.132,6424,6513.697
ES,EOSO,28.072,-15.553,XJ,LN16,-2.621,36.465,6380,6514.287
II,SUR,-32.38,20.812,YR,MDYO,17.465,53.358,1738,6515.703
XB,PM16,35.13,-3.695,IU,LSZ,-15.278,28.188,9174,6516.169
ZP,LAEL,-8.566,32.059,IU,PAB,39.545,-4.35,4983,6516.191
ZV,LAEA,-8.577,32.042,IU,PAB,39.545,-4.35,3817,6516.21
IU,TSUM,-19.202,17.584,XS,N004,39.612,20.486,5753,6517.475
II,SACV,14.97,-23.609,YY,CASA,13.566,36.966,1342,6517.505
XJ,LL66,-2.612,35.484,IU,MACI,28.25,-16.508,6435,6518.937
II,SACV,14.97,-23.609,YY,CHGE,10.961,36.518,7568,6520.462
IU,TSUM,-19.202,17.584,XS,N027,39.488,22.957,5654,6520.739
IU,TSUM,-19.202,17.584,XS,N005,39.639,20.569,1793,6520.873
XH,AKH,38.915,27.808,IU,TSUM,-19.202,17.584,2277,6520.911
6A,WP14,-17.217,12.428,IU,PAB,39.545,-4.35,8063,6521.066
II,RAYN,23.522,45.503,XA,SA82,-30.977,22.247,5863,6521.301
6A,WP15,-17.004,13.244,IU,PAB,39.545,-4.35,5951,6521.593
II,SACV,14.97,-23.609,ZP,NAMA,-7.509,31.041,3421,6522.067
II,SACV,14.97,-23.609,YY,HARO,9.847,36.31,7700,6522.175
II,ASCN,-7.933,-14.36,ZK,AD10,11.9,41.137,4675,6522.35
II,SACV,14.97,-23.609,ZV,NEMA,-7.52,31.044,3762,6522.839
II,SACV,14.97,-23.609,NR,NE215,-18.784,25.196,935,6523.428
IU,TSUM,-19.202,17.584,XS,N006,39.678,20.612,5742,6525.41
IU,TSUM,-19.202,17.584,HL,KEK,39.713,19.796,2651,6525.747
II,ASCN,-7.933,-14.36,2H,KOZE,12.495,40.985,8943,6525.96
AF,DODT,-6.186,35.748,IU,PAB,39.545,-4.35,25377,6526.567
II,SUR,-32.38,20.812,YR,AYNO,17.256,53.894,2871,6526.798
IU,TSUM,-19.202,17.584,XS,N007,39.708,20.668,5753,6529.019
IU,TBT,28.679,-17.914,IU,TSUM,-19.202,17.584,2574,6529.77
II,SACV,14.97,-23.609,ZP,LWNG,-10.25,29.921,671,6530.063
IU,PAB,39.545,-4.35,XD,MTAN,-7.907,33.32,1727,6530.853
XB,PM02,35.61,-5.347,IU,TSUM,-19.202,17.584,1694,6531.166
IU,TSUM,-19.202,17.584,XS,N008,39.732,20.751,5753,6532.108
XB,PM11,34.931,-4.312,IU,LSZ,-15.278,28.188,12023,6532.483
II,ASCN,-7.933,-14.36,ZK,AD11,11.742,41.296,3091,6533.855
II,SACV,14.97,-23.609,YY,SILA,12.744,36.989,7513,6535.245
II,SUR,-32.38,20.812,YR,SHIO,17.189,54.166,1639,6536.265
II,ASCN,-7.933,-14.36,ZE,BREE,12.17,41.188,3608,6536.404
II,ASCN,-7.933,-14.36,YZ,AFDE,13.207,40.857,1936,6536.516
II,ASCN,-7.933,-14.36,2H,AFME,13.204,40.858,9515,6536.517
II,ASCN,-7.933,-14.36,ZE,AFME,13.204,40.858,5874,6536.517
II,ASCN,-7.933,-14.36,ZE,BERE,12.171,41.189,1716,6536.54
II,ASCN,-7.933,-14.36,ZE,RODE,12.842,40.983,3729,6537.269
II,ASCN,-7.933,-14.36,2H,BIME,12.842,40.984,2211,6537.372
XB,PM03,35.51,-5.771,IU,TSUM,-19.202,17.584,2288,6537.896
II,SACV,14.97,-23.609,YY,SHAW,11.93,36.87,6919,6538.381
IU,TSUM,-19.202,17.584,XS,N009,39.788,20.878,5742,6538.993
6A,WP26,-18.229,13.274,PM,PVAQ,37.404,-7.717,3883,6539.364
II,SUR,-32.38,20.812,YR,TQHO,17.063,54.43,2684,6539.924
XJ,LN16,-2.621,36.465,LX,GGNV,38.718,-9.15,6952,6540.304
XB,PM17,34.391,-5.295,IU,LSZ,-15.278,28.188,9460,6540.696
II,SACV,14.97,-23.609,YB,AT04,38.628,38.138,8074,6540.912
II,SACV,14.97,-23.609,ZV,KALA,-8.134,30.97,4741,6541.547
XB,PM12,34.85,-4.608,IU,LSZ,-15.278,28.188,10494,6541.851
ZP,GABZ,-12.171,26.367,PM,PVAQ,37.404,-7.717,3861,6542.009
II,ASCN,-7.933,-14.36,ZK,AD13,11.958,41.31,4697,6542.246
II,ASCN,-7.933,-14.36,ZF,SRDE,11.958,41.31,2970,6542.246
II,ASCN,-7.933,-14.36,2H,ASYE,11.561,41.442,4609,6543.34
II,ASCN,-7.933,-14.36,ZF,ASYE,11.561,41.442,1045,6543.34
II,SACV,14.97,-23.609,YY,SERE,12.513,37.028,7612,6543.852
II,ASCN,-7.933,-14.36,ZE,SILE,12.407,41.188,6226,6544.139
II,ASCN,-7.933,-14.36,YZ,SILE,12.407,41.188,2959,6544.139
II,ASCN,-7.933,-14.36,ZF,HYNE,9.315,42.096,1628,6544.218
XB,PM13,34.672,-4.935,IU,LSZ,-15.278,28.188,10494,6544.662
IU,TSUM,-19.202,17.584,XS,N026,39.728,22.67,2497,6544.763
XV,MMBE,-21.75,43.372,IU,KOWA,14.497,-4.014,5808,6544.959
XB,PM14,34.552,-5.127,IU,LSZ,-15.278,28.188,10472,6545.093
IU,PAB,39.545,-4.35,XD,AMBA,-8.106,33.259,1947,6545.492
6A,WP11,-18.078,13.885,PM,PVAQ,37.404,-7.717,5731,6545.497
IU,TSUM,-19.202,17.584,XS,N211,39.849,21.223,1628,6547.726
II,SACV,14.97,-23.609,BX,PHDHD,-20.196,24.537,7128,6547.944
II,SACV,14.97,-23.609,NR,NE216,-20.196,24.537,2970,6547.944
IU,TSUM,-19.202,17.584,XS,N010,39.865,20.968,4059,6548.021
II,SUR,-32.38,20.812,YR,ADHO,17.242,54.284,2123,6548.022
IU,TSUM,-19.202,17.584,XS,N111,39.852,21.226,3476,6548.076
II,SUR,-32.38,20.812,XW,MIRB,16.986,54.697,2431,6548.429
II,SACV,14.97,-23.609,ZV,CHAA,-7.591,31.27,3696,6548.886
ZP,GABZ,-12.171,26.367,IU,PAB,39.545,-4.35,3938,6549.59
II,SUR,-32.38,20.812,YR,MADO,17.199,54.381,2849,6549.668
XV,MARO,-20.133,44.552,IU,KOWA,14.497,-4.014,1419,6551.402
ZP,LWNG,-10.25,29.921,IU,PAB,39.545,-4.35,3674,6552.084
XB,PM01,35.702,-5.654,IU,TSUM,-19.202,17.584,2299,6552.419
II,SACV,14.97,-23.609,YB,AT11,37.758,38.376,8118,6552.989
II,SACV,14.97,-23.609,XG,IMRL,39.879,38.118,1111,6553.432
MN,VSL,39.496,9.378,IU,TSUM,-19.202,17.584,41987,6553.496
AF,LBB,-11.631,27.485,IU,PAB,39.545,-4.35,8338,6553.918
II,SACV,14.97,-23.609,NR,NE209,-21.404,23.772,5225,6554.66
II,SACV,14.97,-23.609,BX,CKGRV,-21.404,23.772,4906,6554.66
II,SUR,-32.38,20.812,G,MBO,14.392,-16.956,64185,6555.226
MN,CUC,39.993,15.815,IU,TSUM,-19.202,17.584,18546,6555.356
AF,LBB,-11.631,27.485,PM,PVAQ,37.404,-7.717,8272,6555.716
II,SACV,14.97,-23.609,XI,DELE,8.439,36.326,3399,6556.258
II,RAYN,23.522,45.503,XA,SA81,-30.925,21.268,3861,6556.568
IU,TSUM,-19.202,17.584,XS,N011,39.938,21.05,3674,6556.571
II,ASCN,-7.933,-14.36,ZK,AD14,11.939,41.455,4708,6556.748
II,SUR,-32.38,20.812,YR,NNMO,17.356,54.253,2618,6556.805
XV,KIRI,-20.068,44.66,IU,KOWA,14.497,-4.014,3597,6557.191
IU,TSUM,-19.202,17.584,XS,N012,39.947,21.246,5731,6558.718
PM,PVAQ,37.404,-7.717,ZS,MGWE,-3.91,37.789,924,6559.042
II,SUR,-32.38,20.812,YR,SAHO,17.114,54.68,2860,6559.254
ZP,MUFZ,-13.144,25.021,PM,PVAQ,37.404,-7.717,3894,6559.574
IU,TSUM,-19.202,17.584,XS,N013,39.946,21.404,5346,6559.58
PM,PVAQ,37.404,-7.717,ZV,LAEA,-8.577,32.042,3839,6559.693
ZP,LAEL,-8.566,32.059,PM,PVAQ,37.404,-7.717,4950,6559.826
II,SACV,14.97,-23.609,NR,NE202,-24.114,21.782,14476,6560.411
II,SACV,14.97,-23.609,BX,LKGWB,-24.114,21.782,7744,6560.411
IU,TSUM,-19.202,17.584,XS,N017,39.949,21.677,3663,6561.69
XB,PM10,34.738,-5.137,IU,LSZ,-15.278,28.188,9471,6561.856
II,SACV,14.97,-23.609,YY,NEKE,9.089,36.524,7568,6562.333
II,SACV,14.97,-23.609,XI,NEKE,9.089,36.524,3388,6562.333
II,SACV,14.97,-23.609,XK,B04KH,-20.474,24.514,6281,6562.582
II,SACV,14.97,-23.609,GE,MALT,38.313,38.427,10032,6562.788
6A,WP10,-18.752,12.369,PM,PVAQ,37.404,-7.717,4455,6562.889
XV,BANJ,-13.643,48.454,IU,KOWA,14.497,-4.014,2552,6565.342
IU,PAB,39.545,-4.35,YQ,LOSI,-8.387,33.168,4587,6565.928
II,SACV,14.97,-23.609,AF,GETA,-2.866,33.241,6545,6566.865
IU,PAB,39.545,-4.35,XD,KIBE,-5.378,37.476,3652,6567.862
II,SUR,-32.38,20.812,YR,SOOO,17.077,54.885,2651,6567.876
ZP,LOSS,-8.417,33.158,IU,PAB,39.545,-4.35,3927,6568.097
6A,WP27,-17.434,13.274,IU,PAB,39.545,-4.35,4851,6568.242
II,ASCN,-7.933,-14.36,ZF,DICE,11.914,41.574,3949,6568.356
8A,HAO,-17.887,15.06,PM,PVAQ,37.404,-7.717,9075,6569.4
XA,SA78,-19.467,30.772,IU,ANTO,39.868,32.793,3003,6571.594
II,SACV,14.97,-23.609,ZV,KASA,-8.438,31.147,4136,6572.618
XB,PM08,35.145,-4.708,IU,LSZ,-15.278,28.188,10054,6573.327
II,RAYN,23.522,45.503,AF,SOE,-32.712,25.562,6292,6573.973
II,SACV,14.97,-23.609,8A,AROB,-26.798,19.647,3102,6574.089
6A,WP16,-17.334,13.838,IU,PAB,39.545,-4.35,5225,6574.219
ZP,LWNG,-10.25,29.921,PM,PVAQ,37.404,-7.717,3619,6575.112
II,SUR,-32.38,20.812,YR,DAHO,17.526,54.351,2816,6578.254
II,SACV,14.97,-23.609,YY,GOND,13.0,37.448,7238,6579.471
ZP,MUFZ,-13.144,25.021,IU,PAB,39.545,-4.35,3971,6579.609
II,SACV,14.97,-23.609,YY,KIRE,9.957,36.869,7711,6579.799
ZP,MANS,-11.14,28.875,IU,PAB,39.545,-4.35,4070,6579.967
GE,CART,37.587,-1.001,IU,TSUM,-19.202,17.584,24189,6580.661
II,ASCN,-7.933,-14.36,ZK,AD15,11.88,41.707,4719,6581.145
6A,WP28,-17.808,12.33,IU,PAB,39.545,-4.35,5841,6581.52
